,name,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,피안타,이루타,삼루타,홈런,볼넷,고의사구,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,wpa,year,team
472,김진욱,0.13,39,0,0,5,4,6,0,8,45.2,32,32,227,42,9,0,3,49,3,3,45,0,15,6.31,5.44,1.99,72.1,82.0,-1.26,21,롯데
473,김대우,0.12,39,0,0,0,2,2,0,9,35.1,22,20,160,32,7,0,4,24,0,4,31,0,5,5.09,5.43,1.59,89.2,82.3,-0.71,21,롯데
474,김진욱,0.11,8,0,0,8,2,2,0,0,34.2,20,19,155,24,4,0,2,20,0,6,38,0,3,4.93,4.13,1.27,80.4,94.8,-0.19,22,롯데
475,김도규,0.1,43,0,0,0,2,1,0,5,42.0,28,27,182,41,5,1,3,22,1,0,39,0,2,5.79,3.9,1.5,78.6,114.2,0.51,21,롯데
476,이명우,0.05,59,0,0,1,0,1,0,2,44.0,36,26,200,59,15,0,1,9,1,0,25,0,3,5.32,3.54,1.55,98.1,147.4,-0.9,18,롯데
477,이승헌,0.05,8,0,0,8,3,2,0,0,36.2,25,19,157,34,2,1,1,11,1,2,34,1,2,4.66,3.04,1.23,104.5,157.3,-0.3,20,롯데
478,김원중,0.02,30,0,0,30,8,7,0,0,145.1,115,112,681,173,37,2,28,77,1,11,137,0,7,6.94,6.25,1.72,75.2,83.7,-2.69,18,롯데
479,이승헌,-0.0,16,0,0,12,0,3,0,0,57.2,39,37,278,65,10,0,2,43,0,7,32,1,11,5.77,5.28,1.87,78.7,84.6,-0.93,21,롯데
480,진명호,-0.02,37,0,0,0,0,1,0,2,31.1,25,25,146,29,5,1,3,22,0,2,32,0,1,7.18,5.06,1.63,67.8,94.7,-1.29,20,롯데
481,최영환,-0.05,20,0,0,7,1,2,0,0,40.2,30,28,181,45,10,0,4,24,0,2,28,0,4,6.2,5.15,1.7,73.3,86.7,-0.58,21,롯데
482,고효준,-0.14,43,0,0,0,2,3,0,7,32.1,27,25,153,33,8,1,3,23,0,0,39,0,5,6.96,4.76,1.73,75.0,110.1,-0.59,18,롯데
483,나균안,-0.22,23,0,0,7,1,2,1,1,46.1,36,33,223,62,13,0,4,24,0,0,27,1,1,6.41,4.84,1.86,70.9,92.1,-0.74,21,롯데
484,박시영,-0.34,36,0,0,0,1,1,0,1,30.1,27,27,145,32,7,0,5,23,0,1,21,0,1,8.01,6.69,1.81,60.8,71.7,-1.17,20,롯데
485,박시영,-0.36,21,0,0,1,0,0,0,0,26.1,27,25,129,35,6,1,6,14,0,1,19,0,5,8.54,7.06,1.86,61.0,74.1,-0.35,18,롯데
486,김원중,-0.36,28,0,0,17,5,10,0,1,102.1,75,65,485,127,21,1,13,47,1,6,93,0,6,5.72,4.76,1.7,73.3,88.2,-2.18,19,롯데
487,장원삼,-0.42,13,0,0,4,0,3,0,0,34.0,32,29,160,49,8,0,6,10,1,3,15,0,0,7.68,6.03,1.74,63.5,79.7,-1.2,20,롯데
488,서준원,-0.65,26,0,0,8,1,3,0,3,54.0,46,44,257,72,13,2,5,29,3,2,37,0,1,7.33,4.72,1.87,62.0,94.4,-1.07,21,롯데
489,노경은,-0.8,14,0,0,11,3,5,0,0,56.1,50,46,269,79,16,1,11,24,0,4,35,0,3,7.35,6.12,1.83,61.8,73.1,-1.9,21,롯데
490,구승민,-0.83,41,0,0,0,1,4,2,6,36.0,29,25,180,45,5,0,5,21,6,3,43,0,7,6.25,4.32,1.83,67.1,96.6,-2.01,19,롯데
491,박세웅,-1.2,14,0,0,12,1,5,0,0,49.0,54,54,258,83,20,2,10,29,0,4,40,0,3,9.92,6.87,2.29,52.6,76.1,-2.21,18,롯데
492,백정현,5.28,27,0,0,27,14,5,0,0,157.2,54,46,648,142,25,1,15,54,2,2,109,0,5,2.63,4.21,1.24,171.9,107.3,1.78,21,삼성
493,원태인,4.76,26,0,0,26,14,7,0,0,158.2,59,54,655,147,32,1,11,51,1,5,129,1,5,3.06,3.65,1.25,147.4,123.4,2.41,21,삼성
494,뷰캐넌,4.68,27,1,0,27,15,7,0,0,174.2,71,67,728,172,19,2,16,50,0,7,121,0,2,3.45,4.34,1.27,142.1,112.2,1.62,20,삼성
495,뷰캐넌,4.55,30,1,1,30,16,5,0,0,177.0,71,61,758,173,25,4,13,59,2,2,162,0,7,3.1,3.46,1.31,145.5,130.3,1.66,21,삼성
496,최채흥,3.35,26,1,1,26,11,6,0,0,146.0,67,58,617,131,27,1,12,51,0,7,123,3,3,3.58,4.13,1.25,137.2,117.7,1.32,20,삼성
497,뷰캐넌,3.17,15,1,1,15,6,4,0,0,96.2,30,26,411,98,17,0,4,23,0,5,77,0,2,2.42,3.13,1.25,164.6,125.8,1.57,22,삼성
498,오승환,3.03,64,0,0,0,0,2,44,0,62.0,17,14,252,56,15,3,3,16,3,2,57,0,2,2.03,2.85,1.16,222.1,157.9,4.31,21,삼성
499,최충연,2.98,70,0,0,0,2,6,8,16,85.0,34,34,344,73,16,2,6,26,1,2,101,0,8,3.6,3.33,1.17,147.3,156.2,1.49,18,삼성
500,아델만,2.81,31,0,0,31,8,12,0,0,171.0,101,96,758,202,39,1,20,54,0,11,137,1,7,5.05,4.89,1.5,105.0,107.1,-1.15,18,삼성
501,라이블리,2.68,21,0,0,21,6,7,0,0,112.0,54,53,478,98,16,1,11,39,0,12,95,0,2,4.26,4.5,1.22,115.2,108.2,-0.19,20,삼성
502,오승환,2.62,45,0,0,0,3,2,18,2,47.2,14,14,201,44,10,1,2,15,0,2,39,0,1,2.64,3.53,1.24,185.6,136.4,1.82,20,삼성
503,백정현,2.34,25,0,0,23,7,7,1,0,125.2,68,64,540,142,27,2,18,36,0,3,99,0,2,4.58,5.05,1.42,115.7,104.1,-0.87,18,삼성
504,수아레즈,2.27,14,0,0,14,3,5,0,0,80.2,28,21,334,71,9,0,3,23,0,2,70,0,2,2.34,3.0,1.17,170.1,131.3,1.18,22,삼성
505,백정현,2.07,28,1,1,27,8,10,0,0,157.0,85,74,677,158,29,4,17,56,0,6,82,0,4,4.24,4.95,1.36,102.3,86.3,-0.65,19,삼성
506,우규민,1.99,54,0,0,0,2,7,15,7,59.0,20,18,247,58,3,0,7,10,1,6,40,0,0,2.75,4.35,1.15,158.0,98.4,0.96,19,삼성
507,심창민,1.86,59,0,0,0,5,2,17,5,66.1,32,30,284,57,9,2,12,22,2,9,68,0,1,4.07,5.45,1.19,130.3,96.7,1.28,18,삼성
508,보니야,1.77,29,0,0,29,7,10,0,0,168.0,111,99,752,193,40,2,23,63,1,12,151,1,9,5.3,5.14,1.52,100.0,102.2,-1.92,18,삼성
509,장필준,1.74,61,0,0,0,3,3,11,15,69.2,29,28,302,64,12,1,7,33,3,3,53,0,4,3.62,4.61,1.39,120.0,92.5,0.79,19,삼성
510,이승현,1.61,65,0,0,0,1,2,0,14,54.1,22,21,226,45,7,1,11,25,1,0,52,0,2,3.48,5.6,1.29,141.0,88.2,0.25,20,삼성
511,원태인,1.55,12,0,0,12,3,5,0,0,75.1,32,30,321,76,12,1,4,26,3,1,54,0,3,3.58,3.53,1.35,111.2,112.1,0.63,22,삼성
512,최채흥,1.55,26,1,0,20,5,9,0,2,122.1,66,62,538,143,21,2,16,37,1,2,82,1,4,4.56,4.62,1.47,99.0,98.3,-0.37,21,삼성
513,원태인,1.51,27,0,0,26,6,10,0,0,140.0,84,76,626,162,32,1,19,56,2,5,78,0,6,4.89,5.47,1.56,100.4,89.4,-1.23,20,삼성
514,장필준,1.49,61,0,0,0,5,5,6,13,66.1,35,32,290,65,15,1,6,25,2,6,74,0,0,4.34,4.09,1.36,122.2,127.5,-0.78,18,삼성
515,양창섭,1.42,19,0,0,17,7,6,0,0,87.1,52,49,400,100,22,0,12,34,0,10,49,1,3,5.05,6.01,1.53,105.0,87.4,-0.72,18,삼성
516,우규민,1.39,48,0,0,0,4,1,0,10,58.2,28,28,246,70,12,0,6,12,1,5,48,0,0,4.3,4.34,1.4,123.5,120.6,-0.22,18,삼성
517,이승현,1.16,34,0,0,0,2,1,0,8,37.0,11,8,147,28,3,0,2,11,0,1,31,0,2,1.95,3.4,1.05,223.0,124.8,0.36,19,삼성
518,라이블리,1.1,9,1,1,9,4,4,0,0,57.0,26,25,236,51,9,4,4,13,0,5,58,0,0,3.95,3.23,1.12,109.9,132.1,0.25,19,삼성
519,권오준,1.06,47,0,0,0,3,1,1,2,43.1,21,19,189,43,7,0,7,12,0,3,52,0,2,3.95,4.57,1.27,134.4,115.0,-0.11,18,삼성
520,임현준,1.05,51,0,0,0,1,1,0,5,25.1,7,5,109,24,3,0,2,7,1,6,18,0,1,1.78,4.58,1.22,276.1,106.2,0.42,20,삼성
521,최지광,1.03,63,0,0,0,3,8,2,10,68.0,33,31,303,64,9,3,4,40,3,5,60,0,3,4.1,4.26,1.53,105.8,99.5,-0.71,19,삼성
522,우규민,1.02,60,0,0,0,3,3,2,24,49.0,22,18,213,58,4,1,5,9,1,2,35,0,1,3.31,3.84,1.37,136.5,118.1,-0.84,21,삼성
523,오승환,0.93,27,0,0,0,2,0,17,1,28.0,10,8,122,30,5,0,2,7,0,1,29,0,1,2.57,3.03,1.32,155.0,130.9,1.92,22,삼성
524,원태인,0.85,26,0,0,20,4,8,0,2,112.0,65,60,493,119,26,3,12,39,0,5,68,2,6,4.82,4.76,1.41,90.0,89.7,-1.59,19,삼성
525,최지광,0.85,51,0,0,0,1,3,0,15,44.1,24,24,199,34,5,0,2,31,4,3,45,0,5,4.87,4.14,1.47,100.7,116.9,-0.54,20,삼성
526,윤성환,0.82,27,1,1,27,8,13,0,0,145.1,87,77,643,168,34,3,14,50,0,7,65,0,3,4.77,4.94,1.5,91.0,86.3,-1.05,19,삼성
527,김윤수,0.82,61,0,0,0,3,5,0,12,58.0,34,30,266,66,9,0,6,31,3,1,41,0,7,4.66,4.99,1.67,105.4,97.8,-1.34,20,삼성
528,최채흥,0.78,8,0,0,4,4,1,0,0,28.0,11,10,120,30,5,1,5,8,0,1,25,0,0,3.21,5.33,1.36,165.0,98.9,0.06,18,삼성
529,맥과이어,0.76,21,1,1,21,4,8,0,0,112.1,68,63,512,119,24,3,13,66,0,6,100,2,3,5.05,5.05,1.65,86.0,84.7,-0.37,19,삼성
530,임현준,0.72,71,0,0,0,1,0,0,8,42.1,19,16,177,34,9,1,2,12,0,3,35,0,0,3.4,3.43,1.09,127.6,123.7,0.45,19,삼성
531,라이블리,0.66,7,0,0,7,0,1,0,0,33.1,16,15,140,23,6,0,4,13,0,5,38,0,0,4.05,4.23,1.08,111.5,107.0,0.33,21,삼성
532,임현준,0.64,40,0,0,0,0,1,0,3,27.2,12,12,116,20,4,1,3,11,1,5,26,0,0,3.9,4.99,1.12,135.9,104.8,0.18,18,삼성
533,김대우,0.63,28,0,0,9,3,7,0,1,77.2,49,44,350,95,17,1,9,26,0,6,37,1,1,5.1,5.35,1.56,96.2,91.3,-0.91,20,삼성
534,김승현,0.56,28,0,0,0,1,3,0,2,32.1,18,16,158,48,8,1,3,15,2,5,29,0,3,4.45,4.92,1.95,119.1,106.3,-0.83,18,삼성
535,허윤동,0.56,11,0,0,11,2,1,0,0,45.0,26,24,204,43,10,0,4,31,0,2,18,1,0,4.8,6.11,1.64,102.2,79.3,-0.21,20,삼성
536,정인욱,0.49,19,0,0,0,1,0,0,0,31.0,17,12,137,31,7,1,3,9,0,3,27,0,1,3.48,4.51,1.29,152.3,115.9,-0.1,18,삼성
537,최지광,0.35,60,0,0,0,7,1,0,14,51.1,30,28,231,53,11,2,5,27,0,2,49,0,2,4.91,4.38,1.56,91.9,102.9,0.15,21,삼성
538,노성호,0.34,45,0,0,0,2,3,0,10,36.1,23,18,166,28,5,0,3,29,1,2,34,0,7,4.46,5.23,1.57,110.0,92.7,-0.37,20,삼성
539,최채흥,0.32,28,0,0,15,6,6,0,2,106.2,67,57,478,127,21,5,10,36,1,1,89,0,6,4.81,3.97,1.53,90.2,107.8,-1.21,19,삼성
540,장필준,0.3,31,0,0,2,0,3,0,4,36.0,24,23,170,46,9,0,6,16,0,0,26,0,5,5.75,5.61,1.72,85.3,87.5,-0.94,20,삼성
541,권오준,0.24,43,0,0,0,3,0,0,3,43.0,25,25,187,49,10,1,7,12,0,2,26,0,0,5.23,5.29,1.42,82.9,81.4,-0.18,19,삼성
542,몽고메리,0.21,11,0,0,11,2,5,0,0,52.0,33,31,244,46,5,1,3,38,0,4,55,0,4,5.37,4.39,1.62,84.1,102.0,-0.71,21,삼성
543,장원삼,0.18,8,0,0,8,3,1,0,0,38.0,27,26,173,47,13,1,4,13,0,1,27,0,1,6.16,4.89,1.58,86.1,107.2,-0.43,18,삼성
544,심창민,0.16,59,0,0,0,3,2,0,16,51.1,32,29,238,47,12,0,8,32,0,6,58,1,2,5.08,5.32,1.54,88.8,85.3,-0.43,21,삼성
545,이승현,0.14,41,0,0,0,1,4,0,7,39.1,24,23,174,35,8,0,3,23,0,3,46,0,5,5.26,3.97,1.48,85.8,113.2,-0.32,21,삼성
546,백정현,0.1,11,0,0,11,4,4,0,0,59.0,43,34,258,67,15,2,13,17,0,1,46,0,1,5.19,5.78,1.42,94.6,85.6,-0.87,20,삼성
547,김대우,0.09,44,0,0,0,5,1,0,1,59.2,38,34,253,61,16,2,11,16,0,5,40,0,2,5.13,5.52,1.29,84.6,78.2,-0.42,19,삼성
548,홍정우,0.07,30,0,0,0,0,0,0,1,30.0,23,22,139,37,4,1,5,12,0,1,29,0,1,6.6,5.09,1.63,74.3,96.7,-0.23,20,삼성
549,헤일리,0.0,19,0,0,19,5,8,0,0,87.2,59,56,386,95,12,2,5,34,0,6,84,1,5,5.75,3.6,1.47,75.5,118.1,-1.03,19,삼성
550,우규민,-0.03,52,0,0,0,3,3,7,11,48.0,34,33,210,61,10,1,3,9,1,1,30,0,0,6.19,3.68,1.46,79.3,131.8,0.05,20,삼성
551,한기주,-0.05,33,0,0,1,1,4,0,3,39.0,32,29,183,54,12,1,8,12,0,5,30,1,1,6.69,6.27,1.69,79.3,84.2,-1.22,18,삼성
552,이승민,-0.09,7,0,0,5,1,3,0,0,26.1,21,20,128,34,5,0,5,19,1,0,16,0,0,6.84,6.86,2.01,71.8,71.6,-0.69,20,삼성
553,김대우,-0.39,31,0,0,4,0,2,0,1,51.0,39,36,234,68,18,0,7,15,1,2,27,0,1,6.35,5.0,1.63,71.0,91.0,-1.41,21,삼성
554,김대우,-0.43,8,0,0,7,2,2,0,0,36.1,34,32,176,53,12,2,7,18,0,3,15,0,1,7.93,7.25,1.95,66.9,72.7,-1.1,18,삼성
555,장필준,-0.43,41,0,0,0,0,0,0,2,34.2,30,28,174,46,8,1,4,27,1,1,24,0,4,7.27,5.78,2.11,62.1,78.1,-0.68,21,삼성
556,황동재,-0.51,11,0,0,9,1,2,0,0,44.1,33,27,202,56,12,0,7,18,0,0,37,1,0,5.48,4.92,1.67,72.7,81.8,-0.88,22,삼성
557,윤성환,-0.52,24,0,0,24,5,9,0,0,117.1,99,91,542,164,30,0,28,32,0,9,89,0,2,6.98,6.47,1.67,76.0,81.9,-3.55,18,삼성
558,백정현,-0.54,11,0,0,11,0,7,0,0,61.1,44,43,279,78,11,2,14,19,0,3,32,0,7,6.31,6.32,1.58,63.2,64.1,-1.51,22,삼성
559,이승민,-0.88,11,0,0,11,1,4,0,0,35.2,34,34,173,50,6,1,6,18,0,3,22,0,0,8.58,6.05,1.91,52.6,75.1,-1.17,21,삼성
560,장지훈,-0.98,29,0,0,0,0,1,0,0,27.2,37,31,146,39,4,0,7,21,0,3,24,0,5,10.08,7.71,2.17,48.6,63.9,-1.11,20,삼성
561,최충연,-1.03,34,0,0,2,0,2,1,4,36.2,36,30,194,44,15,1,2,38,1,3,41,0,6,7.36,5.15,2.24,58.9,82.3,-1.22,19,삼성
562,요키시,5.53,27,0,0,27,12,7,0,0,159.2,53,38,640,144,26,3,6,25,0,6,115,1,3,2.14,3.19,1.06,220.3,147.3,3.2,20,키움
563,요키시,4.66,31,0,0,31,16,9,0,0,181.1,71,59,739,171,24,0,12,46,2,4,131,0,9,2.93,3.54,1.2,151.4,122.4,1.62,21,키움
564,요키시,4.23,30,1,1,30,13,9,0,0,181.1,72,63,746,166,33,5,9,39,0,11,141,0,6,3.13,3.32,1.13,132.4,124.5,1.09,19,키움
565,브리검,3.69,28,0,0,28,13,5,0,0,158.1,62,52,669,148,32,2,5,46,0,12,130,1,7,2.96,3.27,1.23,140.0,126.9,1.21,19,키움
566,최원태,3.1,27,0,0,27,11,5,0,0,157.1,68,59,666,165,28,2,5,36,0,5,105,0,5,3.38,3.26,1.28,122.6,127.1,0.6,19,키움
567,요키시,3.02,14,0,0,14,7,4,0,0,89.0,27,24,343,73,16,2,5,9,0,2,84,0,1,2.43,2.53,0.92,159.5,150.6,1.87,22,키움
568,조상우,2.98,53,0,0,0,5,3,33,0,54.1,15,13,232,50,5,0,3,18,2,2,64,0,1,2.15,2.91,1.25,219.1,159.0,1.61,20,키움
569,안우진,2.63,14,0,0,14,8,4,0,0,88.1,28,23,358,67,20,2,1,29,0,1,98,0,4,2.34,2.27,1.09,165.2,169.9,2.06,22,키움
570,김재웅,2.5,35,0,0,0,2,0,0,18,34.2,3,3,136,15,4,0,0,20,1,2,32,0,3,0.78,3.29,1.01,497.0,118.2,2.36,22,키움
571,안우진,2.45,21,0,0,21,7,8,0,0,107.2,47,39,450,88,15,1,13,41,1,7,110,1,5,3.26,4.17,1.2,136.0,102.7,0.55,21,키움
572,브리검,2.4,21,0,0,21,9,5,0,0,107.0,45,43,456,98,7,2,6,42,1,5,105,0,8,3.62,3.61,1.31,130.5,129.1,1.08,20,키움
573,양현,1.77,58,0,0,1,8,3,2,11,60.0,23,22,245,58,9,1,4,17,0,3,33,0,1,3.3,4.32,1.25,143.0,108.3,-0.17,20,키움
574,조상우,1.75,48,0,0,0,2,4,20,8,47.1,15,14,192,45,3,0,3,8,0,2,46,0,1,2.66,2.92,1.12,155.5,141.0,2.1,19,키움
575,김상수,1.73,67,0,0,0,3,5,0,40,56.2,19,18,238,50,6,0,3,28,1,2,60,0,0,2.86,3.51,1.38,144.8,117.7,1.04,19,키움
576,김태훈,1.66,66,0,0,0,4,2,11,15,64.1,26,23,282,60,10,0,1,33,2,1,52,1,3,3.22,3.41,1.45,137.8,128.7,1.35,21,키움
577,오주원,1.6,57,0,0,0,3,3,18,3,54.1,17,14,223,54,7,0,1,7,0,3,41,0,1,2.32,2.69,1.12,178.5,155.1,1.33,19,키움
578,문성현,1.55,31,0,0,0,0,0,5,8,27.2,4,4,104,15,1,0,0,9,0,1,26,0,1,1.3,2.52,0.87,297.5,153.8,1.46,22,키움
579,이승호,1.46,32,0,0,0,2,1,8,6,31.1,8,8,128,27,5,0,2,13,0,2,26,0,4,2.3,3.93,1.28,168.5,97.8,1.52,22,키움
580,브리검,1.44,10,0,0,10,7,3,0,0,61.0,25,20,250,49,8,0,6,26,0,4,49,0,3,2.95,4.48,1.23,150.2,96.4,0.3,21,키움
581,김성민,1.4,50,0,0,0,2,0,0,5,56.1,17,16,230,53,13,1,0,11,0,2,38,0,4,2.56,2.75,1.14,161.9,152.3,1.03,19,키움
582,안우진,1.38,42,0,0,0,2,3,2,13,36.0,12,12,143,20,2,0,3,17,1,0,41,0,2,3.0,3.69,1.03,157.3,124.9,-0.8,20,키움
583,한현희,1.38,18,0,0,15,6,2,0,1,85.2,42,37,372,86,20,0,4,30,0,6,61,0,3,3.89,3.78,1.35,114.1,115.7,0.47,21,키움
584,윤영삼,1.29,54,0,0,0,3,3,1,3,62.2,23,20,254,60,12,2,5,14,1,1,56,0,3,2.87,3.32,1.18,144.1,123.5,-0.41,19,키움
585,양현,1.2,29,0,0,3,1,0,0,1,40.2,10,9,159,31,5,1,1,11,0,1,25,0,0,1.99,3.38,1.03,207.8,123.0,0.55,19,키움
586,조상우,1.19,44,0,0,0,6,5,15,5,44.0,18,17,187,30,5,0,4,19,2,2,47,0,2,3.48,3.67,1.11,127.5,116.9,1.02,21,키움
587,애플러,1.17,14,1,1,14,4,4,0,0,77.2,35,35,328,87,18,1,7,14,0,3,41,0,0,4.06,4.09,1.3,95.4,93.7,0.28,22,키움
588,이승호,1.14,24,0,0,23,6,6,0,0,118.2,71,67,517,132,20,1,15,40,0,5,73,1,3,5.08,5.11,1.45,92.9,90.8,0.23,20,키움
589,한현희,1.09,25,0,0,25,7,9,0,0,135.2,77,75,587,141,20,1,10,37,2,14,109,2,3,4.98,3.99,1.31,94.8,116.8,0.38,20,키움
590,정찬헌,1.02,11,1,1,11,3,3,0,0,56.1,26,25,248,64,11,0,1,15,0,4,28,0,1,3.99,3.58,1.4,111.0,123.2,0.54,21,키움
591,김성민,0.95,47,0,0,0,2,3,1,11,46.2,21,17,218,43,7,0,4,35,2,6,36,0,1,3.28,5.41,1.67,135.2,80.4,0.05,21,키움
592,김재웅,0.95,51,0,0,0,0,1,1,11,53.1,24,21,243,49,2,0,5,33,3,1,47,0,2,3.54,4.53,1.54,125.1,95.2,0.82,21,키움
593,김태훈,0.91,53,0,0,2,7,0,0,10,64.0,34,30,281,70,14,1,1,22,1,5,40,0,3,4.22,3.73,1.44,111.8,127.0,-0.3,20,키움
594,한현희,0.84,61,0,0,0,7,5,0,24,58.0,26,22,251,50,10,1,1,20,1,7,49,1,2,3.41,3.28,1.21,121.2,127.0,-0.45,19,키움
595,이승호,0.77,23,1,1,23,8,5,0,0,122.2,70,61,533,134,27,3,10,51,0,1,82,3,5,4.48,4.4,1.51,92.5,93.5,-0.82,19,키움
596,이영준,0.74,29,0,0,0,1,1,0,1,33.1,11,11,136,39,7,2,0,5,0,0,19,0,0,2.97,2.71,1.32,139.4,154.1,0.7,19,키움
597,최원태,0.73,13,0,0,13,4,3,0,0,62.0,30,24,266,55,16,0,1,23,0,3,43,0,4,3.48,3.4,1.26,111.1,114.1,0.07,22,키움
598,이영준,0.7,52,0,0,0,2,3,0,25,40.0,21,21,176,41,3,0,5,19,0,2,32,1,3,4.73,5.16,1.5,99.9,89.8,0.7,20,키움
599,김동준,0.64,33,0,0,5,8,3,0,2,70.0,36,35,300,77,15,0,5,23,0,0,50,0,3,4.5,3.89,1.43,92.0,105.8,-0.25,19,키움
600,최원태,0.63,21,0,0,21,7,6,0,0,110.0,68,62,478,115,16,1,16,37,2,7,67,0,6,5.07,5.37,1.38,93.0,86.1,-0.64,20,키움
601,임규빈,0.57,33,0,0,0,2,0,0,2,37.2,20,19,162,46,7,0,11,10,0,2,20,0,2,4.54,7.25,1.49,103.9,63.0,-0.2,20,키움
602,최원태,0.54,28,0,0,28,9,11,0,0,143.1,89,73,643,163,21,3,11,53,2,10,93,0,3,4.58,4.31,1.51,96.7,100.8,-0.71,21,키움
603,김재웅,0.51,43,0,0,7,1,4,0,2,59.2,36,31,258,64,18,0,7,23,1,2,51,0,4,4.68,4.58,1.46,100.9,100.9,-1.56,20,키움
604,김선기,0.37,7,0,0,6,3,1,0,0,28.0,13,13,122,27,5,0,2,9,0,4,17,0,2,4.18,4.51,1.29,99.0,91.6,0.07,19,키움
605,신재영,0.37,12,0,0,6,1,0,0,0,29.1,14,12,132,34,14,2,1,9,0,4,21,0,1,3.68,3.74,1.47,112.4,111.0,0.27,19,키움
606,정찬헌,0.25,10,0,0,10,3,3,0,0,46.1,26,26,200,53,12,0,7,13,1,4,14,0,3,5.05,5.72,1.42,76.6,67.0,-0.7,22,키움
607,김동혁,0.24,40,0,0,8,0,5,1,0,82.0,51,47,367,89,21,0,5,34,4,14,30,1,0,5.16,5.0,1.5,85.9,87.6,-1.57,21,키움
608,조성운,0.23,42,0,0,0,1,1,0,1,45.0,30,27,201,48,11,1,6,19,1,2,29,0,2,5.4,5.33,1.49,87.4,86.8,-0.78,20,키움
609,김상수,0.18,60,0,0,0,3,3,5,11,51.1,33,27,226,52,12,0,3,21,1,3,48,0,1,4.73,3.79,1.42,99.7,123.1,-0.11,20,키움
610,한현희,0.09,10,0,0,5,3,2,0,0,31.2,18,17,144,37,14,0,1,11,0,3,26,0,1,4.83,3.41,1.52,80.1,113.3,0.35,22,키움
611,하영민,0.01,28,0,0,0,3,1,0,2,27.0,16,7,118,23,4,1,3,11,0,0,16,0,0,2.33,4.8,1.26,165.9,79.6,0.33,22,키움
612,양현,0.01,45,0,0,0,1,2,0,5,48.0,31,25,225,59,11,0,3,26,4,1,22,0,1,4.69,4.67,1.77,94.6,93.4,-0.52,21,키움
613,안우진,-0.01,19,0,0,15,7,5,0,0,88.1,56,51,395,97,19,1,8,36,0,3,80,1,3,5.2,4.09,1.51,79.6,100.3,-1.19,19,키움
614,조영건,-0.19,20,0,0,10,3,3,0,0,44.1,30,26,207,47,7,1,8,28,1,3,23,1,0,5.28,6.89,1.69,89.4,67.2,-1.02,20,키움
615,김성진,-0.29,45,0,0,0,1,3,0,2,40.2,30,24,185,40,13,0,4,23,2,0,29,0,3,5.31,4.73,1.55,83.5,91.2,-1.01,21,키움
616,김정인,-0.33,11,0,0,6,1,2,0,0,31.2,26,25,151,34,6,1,6,18,0,2,21,0,2,7.11,6.36,1.64,62.4,67.4,-0.79,21,키움
617,김선기,-0.51,21,0,0,7,3,2,0,0,48.1,38,35,224,53,12,0,5,22,0,7,25,1,4,6.52,5.44,1.55,68.0,79.8,-1.4,21,키움
618,이승호,-0.68,38,0,0,3,1,3,0,5,47.1,39,29,224,55,7,1,4,31,2,1,37,0,8,5.51,4.77,1.82,80.4,90.8,-1.15,21,키움
619,윤정현,-0.86,15,0,0,4,0,1,0,0,27.1,32,27,146,54,6,1,3,10,0,2,11,0,1,8.89,5.49,2.34,53.1,84.9,-1.07,20,키움
620,채드벨,4.49,29,0,0,29,11,10,0,0,177.1,73,69,749,169,33,2,14,63,0,10,134,1,8,3.5,4.15,1.31,118.3,100.2,1.53,19,한화
621,서폴드,4.22,31,0,0,31,12,11,0,0,192.1,84,75,810,191,28,4,8,54,1,8,135,0,8,3.51,3.49,1.27,118.0,119.3,1.73,19,한화
622,정우람,3.82,57,0,0,0,4,3,26,0,58.1,11,10,237,57,8,0,4,16,4,1,48,1,2,1.54,3.32,1.25,268.5,125.1,2.59,19,한화
623,킹엄,3.72,25,0,0,25,10,8,0,0,144.0,58,51,591,117,22,0,11,41,1,5,131,2,4,3.19,3.44,1.1,137.4,129.2,1.6,21,한화
624,강재민,3.12,58,0,0,0,2,1,5,13,63.1,16,15,269,51,13,0,2,26,3,5,55,1,1,2.13,3.33,1.22,205.5,133.7,1.1,21,한화
625,샘슨,2.97,30,0,0,29,13,8,0,0,161.2,91,84,703,144,26,1,17,79,0,5,195,2,18,4.68,4.35,1.38,113.3,123.2,-0.7,18,한화
626,김민우,2.93,29,0,0,28,14,10,0,0,155.1,71,69,662,131,23,1,15,76,1,7,125,1,5,4.0,4.56,1.33,109.6,97.7,0.39,21,한화
627,송은범,2.93,68,0,0,0,7,4,1,10,79.1,29,22,341,77,9,1,2,33,2,5,61,0,8,2.5,3.98,1.39,212.3,132.4,0.7,18,한화
628,이태양,2.62,63,0,0,0,4,2,0,12,79.1,30,25,325,66,11,1,10,23,2,4,85,0,4,2.84,4.27,1.12,186.8,125.3,0.95,18,한화
629,박상원,2.44,69,0,0,0,4,2,0,9,60.0,17,14,256,59,13,0,3,21,1,4,62,0,3,2.1,3.62,1.33,252.3,146.8,0.44,18,한화
630,김민우,2.31,26,0,0,25,5,10,0,0,132.2,72,64,593,121,16,1,15,72,3,7,124,2,10,4.34,4.88,1.46,108.9,98.2,-0.68,20,한화
631,윤대경,2.2,55,0,0,0,5,0,0,7,51.0,16,9,225,48,7,0,3,25,3,3,42,0,1,1.59,4.14,1.43,297.7,115.5,0.61,20,한화
